All Other,https://career.luxoft.com/job-opportunities/?arrFilter_ff%5BNAME%5D=&countryID%5B%5D=1939&countryID%5B%5D=776&countryID%5B%5D=1767&countryID%5B%5D=1771&countryID%5B%5D=788&countryID%5B%5D=777&arrFilter_pf%5Bcategories%5D=&set_filter=Y,5
Database - Other,https://career.luxoft.com/job-opportunities/?arrFilter_ff%5BNAME%5D=&arrFilter_pf%5Bcategories%5D=117902&set_filter=Y,2
Junior,https://career.luxoft.com/job-opportunities/?arrFilter_ff%5BNAME%5D=junior&arrFilter_pf%5Bcategories%5D=&set_filter=Y,2
Moscow,https://career.luxoft.com/job-opportunities/?arrFilter_ff%5BNAME%5D=&countryID%5B%5D=775&arrFilter_pf%5Bcities%5D%5B%5D=1&arrFilter_pf%5Bcategories%5D=&set_filter=Y,7
North America,https://career.luxoft.com/job-opportunities/?arrFilter_ff%5BNAME%5D=&countryID%5B0%5D=1803&countryID%5B1%5D=781&arrFilter_pf%5Bcategories%5D=&set_filter=Y,3
Oracle,https://career.luxoft.com/job-opportunities/?arrFilter_ff%5BNAME%5D=&arrFilter_pf%5Bcategories%5D=98&set_filter=Y,2
Release Configuration,https://career.luxoft.com/job-opportunities/?arrFilter_ff%5BNAME%5D=&arrFilter_pf%5Bcategories%5D=117894&set_filter=Y,2
SL3,https://career.luxoft.com/job-opportunities/?arrFilter_ff%5BNAME%5D=&arrFilter_pf%5Bcategories%5D=118321&set_filter=Y,2
Warsaw,https://career.luxoft.com/job-opportunities/?arrFilter_ff%5BNAME%5D=&countryID%5B0%5D=778&arrFilter_pf%5Bcities%5D%5B0%5D=41825&arrFilter_pf%5Bcategories%5D=&set_filter=Y,2
